level(m)  area(m2)
 2732.7051     123932
 2732.7061     123936
 2732.7070     123948
 2732.7080     123948
 2732.7090     123948
 2732.7100     123952
 2732.7109     123968
 2732.7119     123968
 2732.7129     123968
 2732.7141     123984
 2732.7151     124000
 2732.7161     124004
 2732.7170     124008
 2732.7180     124008
 2732.7190     124012
 2732.7200     124012
 2732.7209     124012
 2732.7219     124016
 2732.7229     124016
 2732.7241     124020
 2732.7251     124020
 2732.7261     124024
 2732.7271     124028
 2732.7280     124048
 2732.7290     124052
 2732.7300     124056
 2732.7310     124064
 2732.7319     124068
 2732.7329     124076
 2732.7339     124084
 2732.7351     124088
 2732.7361     124092
 2732.7371     124100
 2732.7380     124100
 2732.7390     124108
 2732.7400     124108
 2732.7410     124120
 2732.7419     124124
 2732.7429     124128
 2732.7439     124128
 2732.7451     124136
 2732.7461     124144
 2732.7471     124148
 2732.7480     124160
 2732.7490     124168
 2732.7500     124172
 2732.7510     124184
 2732.7520     124196
 2732.7529     124200
 2732.7539     124208
 2732.7549     124208
 2732.7561     124220
 2732.7571     124228
 2732.7581     124228
 2732.7590     124236
 2732.7600     124240
 2732.7610     124248
 2732.7620     124248
 2732.7629     124260
 2732.7639     124276
 2732.7649     124280
 2732.7661     124284
 2732.7671     124288
 2732.7681     124300
 2732.7690     124308
 2732.7700     124316
 2732.7710     124320
 2732.7720     124332
 2732.7729     124340
 2732.7739     124344
 2732.7749     124348
 2732.7759     124360
 2732.7771     124380
 2732.7781     124380
 2732.7791     124388
 2732.7800     124396
 2732.7810     124404
 2732.7820     124408
 2732.7830     124412
 2732.7839     124428
 2732.7849     124440
 2732.7859     124440
 2732.7871     124464
 2732.7881     124468
 2732.7891     124484
 2732.7900     124484
 2732.7910     124492
 2732.7920     124492
 2732.7930     124508
 2732.7939     124520
 2732.7949     124524
 2732.7959     124528
 2732.7971     124536
 2732.7981     124552
 2732.7991     124552
 2732.8000     124564
 2732.8010     124576
 2732.8020     124588
 2732.8030     124588
 2732.8040     124592
 2732.8049     124604
 2732.8059     124608
 2732.8069     124620
 2732.8081     124624
 2732.8091     124628
 2732.8101     124632
 2732.8110     124636
 2732.8120     124644
 2732.8130     124648
 2732.8140     124652
 2732.8149     124652
 2732.8159     124652
 2732.8169     124652
 2732.8181     124664
 2732.8191     124664
 2732.8201     124668
 2732.8210     124668
 2732.8220     124668
 2732.8230     124672
 2732.8240     124680
 2732.8250     124680
 2732.8259     124688
 2732.8269     124696
 2732.8281     124696
 2732.8291     124708
 2732.8301     124716
 2732.8311     124716
 2732.8320     124724
 2732.8330     124724
 2732.8340     124748
 2732.8350     124748
 2732.8359     124764
 2732.8369     124768
 2732.8379     124772
 2732.8391     124780
 2732.8401     124784
 2732.8411     124788
 2732.8420     124792
 2732.8430     124796
 2732.8440     124804
 2732.8450     124808
 2732.8459     124820
 2732.8469     124820
 2732.8479     124828
 2732.8491     124836
 2732.8501     124840
 2732.8511     124848
 2732.8521     124856
 2732.8530     124860
 2732.8540     124864
 2732.8550     124864
 2732.8560     124876
 2732.8569     124888
 2732.8579     124896
 2732.8589     124900
 2732.8601     124904
 2732.8611     124912
 2732.8621     124920
 2732.8630     124924
 2732.8640     124924
 2732.8650     124932
 2732.8660     124952
 2732.8669     124956
 2732.8679     124960
 2732.8689     124960
 2732.8701     124964
 2732.8711     124968
 2732.8721     124984
 2732.8730     124988
 2732.8740     124992
 2732.8750     125000
 2732.8760     125012
 2732.8770     125016
 2732.8779     125028
 2732.8789     125028
 2732.8799     125028
 2732.8811     125040
 2732.8821     125044
 2732.8831     125044
 2732.8840     125056
 2732.8850     125060
 2732.8860     125064
 2732.8870     125068
 2732.8879     125072
 2732.8889     125076
 2732.8899     125084
 2732.8911     125096
 2732.8921     125100
 2732.8931     125112
 2732.8940     125112
 2732.8950     125120
 2732.8960     125124
 2732.8970     125124
 2732.8979     125132
 2732.8989     125140
 2732.8999     125140
 2732.9009     125140
 2732.9021     125140
 2732.9031     125140
 2732.9041     125160
 2732.9050     125176
 2732.9060     125188
 2732.9070     125192
 2732.9080     125192
 2732.9089     125200
 2732.9099     125208
 2732.9109     125208
 2732.9121     125208
 2732.9131     125208
 2732.9141     125216
 2732.9150     125224
 2732.9160     125228
 2732.9170     125232
 2732.9180     125244
 2732.9189     125264
 2732.9199     125272
 2732.9209     125272
 2732.9221     125280
 2732.9231     125280
 2732.9241     125284
 2732.9250     125284
 2732.9260     125288
 2732.9270     125300
 2732.9280     125304
 2732.9290     125316
 2732.9299     125332
 2732.9309     125340
 2732.9319     125348
 2732.9331     125356
 2732.9341     125360
 2732.9351     125372
 2732.9360     125384
 2732.9370     125392
 2732.9380     125396
 2732.9390     125412
 2732.9399     125424
 2732.9409     125444
 2732.9419     125444
 2732.9431     125452
 2732.9441     125456
 2732.9451     125472
 2732.9460     125480
 2732.9470     125480
 2732.9480     125480
 2732.9490     125480
 2732.9500     125488
 2732.9509     125496
 2732.9519     125500
 2732.9531     125500
 2732.9541     125516
 2732.9551     125524
 2732.9561     125528
 2732.9570     125536
 2732.9580     125540
 2732.9590     125544
 2732.9600     125548
 2732.9609     125548
 2732.9619     125548
 2732.9629     125556
 2732.9641     125572
 2732.9651     125580
 2732.9661     125588
 2732.9670     125592
 2732.9680     125616
 2732.9690     125620
 2732.9700     125628
 2732.9709     125632
 2732.9719     125652
 2732.9729     125660
 2732.9741     125668
 2732.9751     125668
 2732.9761     125680
 2732.9771     125692
 2732.9780     125692
 2732.9790     125696
 2732.9800     125700
 2732.9810     125704
 2732.9819     125716
 2732.9829     125716
 2732.9839     125716
 2732.9851     125724
 2732.9861     125736
 2732.9871     125740
 2732.9880     125748
 2732.9890     125756
 2732.9900     125760
 2732.9910     125768
 2732.9919     125776
 2732.9929     125788
 2732.9939     125796
 2732.9951     125808
 2732.9961     125816
 2732.9971     125820
 2732.9980     125836
 2732.9990     125836
 2733.0000     125836
 2733.0010     125840
 2733.0020     125840
 2733.0029     125852
 2733.0039     125872
 2733.0049     125872
 2733.0061     125880
 2733.0071     125888
 2733.0081     125892
 2733.0090     125896
 2733.0100     125900
 2733.0110     125904
 2733.0120     125916
 2733.0129     125924
 2733.0139     125928
 2733.0149     125940
 2733.0161     125956
 2733.0171     125960
 2733.0181     125968
 2733.0190     125976
 2733.0200     125980
 2733.0210     125980
 2733.0220     125988
 2733.0229     126000
 2733.0239     126004
 2733.0249     126008
 2733.0259     126008
 2733.0271     126024
 2733.0281     126028
 2733.0291     126032
 2733.0300     126040
 2733.0310     126048
 2733.0320     126052
 2733.0330     126072
 2733.0339     126084
 2733.0349     126084
 2733.0359     126084
 2733.0371     126100
 2733.0381     126104
 2733.0391     126108
 2733.0400     126128
 2733.0410     126132
 2733.0420     126136
 2733.0430     126148
 2733.0439     126164
 2733.0449     126168
 2733.0459     126168
 2733.0471     126184
 2733.0481     126184
 2733.0491     126184
 2733.0500     126204
 2733.0510     126208
 2733.0520     126212
 2733.0530     126212
 2733.0540     126216
 2733.0549     126220
 2733.0559     126224
 2733.0569     126224
 2733.0581     126228
 2733.0591     126236
 2733.0601     126240
 2733.0610     126252
 2733.0620     126276
 2733.0630     126280
 2733.0640     126288
 2733.0649     126292
 2733.0659     126300
 2733.0669     126304
 2733.0681     126320
 2733.0691     126320
 2733.0701     126328
 2733.0710     126332
 2733.0720     126340
 2733.0730     126348
 2733.0740     126360
 2733.0750     126368
 2733.0759     126376
 2733.0769     126380
 2733.0781     126380
 2733.0791     126388
 2733.0801     126388
 2733.0811     126400
 2733.0820     126408
 2733.0830     126416
 2733.0840     126420
 2733.0850     126432
 2733.0859     126440
 2733.0869     126440
 2733.0879     126440
 2733.0891     126444
 2733.0901     126452
 2733.0911     126468
 2733.0920     126480
 2733.0930     126488
 2733.0940     126496
 2733.0950     126504
 2733.0959     126520
 2733.0969     126528
 2733.0979     126536
 2733.0991     126544
 2733.1001     126548
 2733.1011     126556
 2733.1021     126560
 2733.1030     126564
 2733.1040     126564
 2733.1050     126572
 2733.1060     126580
 2733.1069     126584
 2733.1079     126588
 2733.1089     126608
 2733.1101     126616
 2733.1111     126616
 2733.1121     126616
 2733.1130     126624
 2733.1140     126628
 2733.1150     126628
 2733.1160     126632
 2733.1169     126632
 2733.1179     126636
 2733.1189     126644
 2733.1201     126660
 2733.1211     126668
 2733.1221     126688
 2733.1230     126688
 2733.1240     126692
 2733.1250     126696
 2733.1260     126700
 2733.1270     126712
 2733.1279     126724
 2733.1289     126732
 2733.1299     126740
 2733.1311     126740
 2733.1321     126740
 2733.1331     126756
 2733.1340     126768
 2733.1350     126768
 2733.1360     126788
 2733.1370     126792
 2733.1379     126804
 2733.1389     126808
 2733.1399     126812
 2733.1411     126820
 2733.1421     126832
 2733.1431     126832
 2733.1440     126848
 2733.1450     126852
 2733.1460     126856
 2733.1470     126860
 2733.1479     126872
 2733.1489     126876
 2733.1499     126880
 2733.1509     126900
 2733.1521     126908
 2733.1531     126912
 2733.1541     126940
 2733.1550     126952
 2733.1560     126964
 2733.1570     126968
 2733.1580     126976
 2733.1589     126984
 2733.1599     127004
 2733.1609     127012
 2733.1621     127020
 2733.1631     127028
 2733.1641     127032
 2733.1650     127044
 2733.1660     127048
 2733.1670     127052
 2733.1680     127056
 2733.1689     127064
 2733.1699     127080
 2733.1709     127084
 2733.1721     127096
 2733.1731     127096
 2733.1741     127112
 2733.1750     127116
 2733.1760     127116
 2733.1770     127124
 2733.1780     127128
 2733.1790     127136
 2733.1799     127148
 2733.1809     127160
 2733.1819     127176
 2733.1831     127188
 2733.1841     127192
 2733.1851     127204
 2733.1860     127208
 2733.1870     127212
 2733.1880     127216
 2733.1890     127220
 2733.1899     127220
 2733.1909     127228
 2733.1919     127236
 2733.1931     127240
 2733.1941     127240
 2733.1951     127260
 2733.1960     127260
 2733.1970     127264
 2733.1980     127276
 2733.1990     127276
 2733.2000     127284
 2733.2009     127292
 2733.2019     127300
 2733.2031     127300
 2733.2041     127308
 2733.2051     127308
 2733.2061     127312
 2733.2070     127328
 2733.2080     127348
 2733.2090     127356
 2733.2100     127364
 2733.2109     127372
 2733.2119     127376
 2733.2129     127388
 2733.2141     127400
 2733.2151     127408
 2733.2161     127412
 2733.2170     127416
 2733.2180     127432
 2733.2190     127432
 2733.2200     127440
 2733.2209     127444
 2733.2219     127456
 2733.2229     127460
 2733.2241     127476
 2733.2251     127480
 2733.2261     127484
 2733.2271     127492
 2733.2280     127500
 2733.2290     127504
 2733.2300     127512
 2733.2310     127516
 2733.2319     127520
 2733.2329     127528
 2733.2339     127532
 2733.2351     127540
 2733.2361     127552
 2733.2371     127560
 2733.2380     127576
 2733.2390     127584
 2733.2400     127584
 2733.2410     127588
 2733.2419     127604
 2733.2429     127608
 2733.2439     127612
 2733.2451     127624
 2733.2461     127628
 2733.2471     127632
 2733.2480     127648
 2733.2490     127652
 2733.2500     127660
 2733.2510     127668
 2733.2520     127684
 2733.2529     127688
 2733.2539     127696
 2733.2549     127696
 2733.2561     127700
 2733.2571     127712
 2733.2581     127720
 2733.2590     127728
 2733.2600     127732
 2733.2610     127744
 2733.2620     127748
 2733.2629     127756
 2733.2639     127776
 2733.2649     127784
 2733.2661     127784
 2733.2671     127784
 2733.2681     127792
 2733.2690     127804
 2733.2700     127812
 2733.2710     127820
 2733.2720     127824
 2733.2729     127832
 2733.2739     127840
 2733.2749     127848
 2733.2759     127848
 2733.2771     127856
 2733.2781     127860
 2733.2791     127876
 2733.2800     127880
 2733.2810     127884
 2733.2820     127900
 2733.2830     127904
 2733.2839     127912
 2733.2849     127928
 2733.2859     127932
 2733.2871     127948
 2733.2881     127952
 2733.2891     127960
 2733.2900     127964
 2733.2910     127964
 2733.2920     127972
 2733.2930     127988
 2733.2939     127996
 2733.2949     128008
 2733.2959     128020
 2733.2971     128036
 2733.2981     128040
 2733.2991     128048
 2733.3000     128060
 2733.3010     128064
 2733.3020     128064
 2733.3030     128072
 2733.3040     128080
 2733.3049     128088
 2733.3059     128096
 2733.3069     128100
 2733.3081     128112
 2733.3091     128116
 2733.3101     128124
 2733.3110     128128
 2733.3120     128132
 2733.3130     128132
 2733.3140     128132
 2733.3149     128140
 2733.3159     128140
 2733.3169     128144
 2733.3181     128156
 2733.3191     128164
 2733.3201     128172
 2733.3210     128184
 2733.3220     128192
 2733.3230     128192
 2733.3240     128192
 2733.3250     128200
 2733.3259     128220
 2733.3269     128220
 2733.3281     128224
 2733.3291     128232
 2733.3301     128232
 2733.3311     128236
 2733.3320     128248
 2733.3330     128256
 2733.3340     128260
 2733.3350     128268
 2733.3359     128276
 2733.3369     128284
 2733.3379     128296
 2733.3391     128296
 2733.3401     128308
 2733.3411     128316
 2733.3420     128340
 2733.3430     128344
 2733.3440     128352
 2733.3450     128360
 2733.3459     128372
 2733.3469     128372
 2733.3479     128372
 2733.3491     128372
 2733.3501     128372
 2733.3511     128376
 2733.3521     128380
 2733.3530     128396
 2733.3540     128396
 2733.3550     128404
 2733.3560     128408
 2733.3569     128412
 2733.3579     128416
 2733.3589     128428
 2733.3601     128440
 2733.3611     128448
 2733.3621     128460
 2733.3630     128476
 2733.3640     128488
 2733.3650     128488
 2733.3660     128488
 2733.3669     128512
 2733.3679     128512
 2733.3689     128512
 2733.3701     128524
 2733.3711     128528
 2733.3721     128536
 2733.3730     128548
 2733.3740     128564
 2733.3750     128572
 2733.3760     128588
 2733.3770     128600
 2733.3779     128608
 2733.3789     128620
 2733.3799     128628
 2733.3811     128652
 2733.3821     128656
 2733.3831     128668
 2733.3840     128672
 2733.3850     128676
 2733.3860     128676
 2733.3870     128692
 2733.3879     128716
 2733.3889     128716
 2733.3899     128716
 2733.3911     128720
 2733.3921     128720
 2733.3931     128728
 2733.3940     128728
 2733.3950     128736
 2733.3960     128740
 2733.3970     128744
 2733.3979     128752
 2733.3989     128760
 2733.3999     128764
 2733.4009     128764
 2733.4021     128772
 2733.4031     128780
 2733.4041     128788
 2733.4050     128792
 2733.4060     128800
 2733.4070     128808
 2733.4080     128812
 2733.4089     128816
 2733.4099     128828
 2733.4109     128828
 2733.4121     128832
 2733.4131     128832
 2733.4141     128848
 2733.4150     128868
 2733.4160     128868
 2733.4170     128876
 2733.4180     128880
 2733.4189     128884
 2733.4199     128884
 2733.4209     128888
 2733.4221     128896
 2733.4231     128904
 2733.4241     128916
 2733.4250     128916
 2733.4260     128924
 2733.4270     128928
 2733.4280     128928
 2733.4290     128932
 2733.4299     128944
 2733.4309     128952
 2733.4319     128952
 2733.4331     128952
 2733.4341     128968
 2733.4351     128976
 2733.4360     128980
 2733.4370     129004
 2733.4380     129008
 2733.4390     129012
 2733.4399     129020
 2733.4409     129032
 2733.4419     129036
 2733.4431     129056
 2733.4441     129056
 2733.4451     129072
 2733.4460     129076
 2733.4470     129088
 2733.4480     129092
 2733.4490     129100
 2733.4500     129100
 2733.4509     129112
 2733.4519     129112
 2733.4531     129112
 2733.4541     129120
 2733.4551     129120
 2733.4561     129124
 2733.4570     129132
 2733.4580     129144
 2733.4590     129148
 2733.4600     129148
 2733.4609     129164
 2733.4619     129172
 2733.4629     129172
 2733.4641     129184
 2733.4651     129192
 2733.4661     129200
 2733.4670     129208
 2733.4680     129216
 2733.4690     129224
 2733.4700     129228
 2733.4709     129244
 2733.4719     129248
 2733.4729     129248
 2733.4741     129252
 2733.4751     129256
 2733.4761     129260
 2733.4771     129268
 2733.4780     129276
 2733.4790     129288
 2733.4800     129296
 2733.4810     129312
 2733.4819     129316
 2733.4829     129328
 2733.4839     129336
 2733.4851     129344
 2733.4861     129352
 2733.4871     129364
 2733.4880     129380
 2733.4890     129380
 2733.4900     129384
 2733.4910     129384
 2733.4919     129392
 2733.4929     129396
 2733.4939     129400
 2733.4951     129404
 2733.4961     129408
 2733.4971     129416
 2733.4980     129432
 2733.4990     129440
 2733.5000     129452
 2733.5010     129460
 2733.5020     129472
 2733.5029     129476
 2733.5039     129480
 2733.5049     129488
 2733.5061     129496
 2733.5071     129500
 2733.5081     129504
 2733.5090     129504
 2733.5100     129504
 2733.5110     129508
 2733.5120     129512
 2733.5129     129528
 2733.5139     129536
 2733.5149     129540
 2733.5161     129548
 2733.5171     129548
 2733.5181     129564
 2733.5190     129584
 2733.5200     129584
 2733.5210     129588
 2733.5220     129604
 2733.5229     129608
 2733.5239     129616
 2733.5249     129616
 2733.5259     129628
 2733.5271     129640
 2733.5281     129652
 2733.5291     129652
 2733.5300     129664
 2733.5310     129676
 2733.5320     129680
 2733.5330     129688
 2733.5339     129696
 2733.5349     129696
 2733.5359     129696
 2733.5371     129728
 2733.5381     129728
 2733.5391     129728
 2733.5400     129744
 2733.5410     129748
 2733.5420     129752
 2733.5430     129764
 2733.5439     129772
 2733.5449     129792
 2733.5459     129800
 2733.5471     129812
 2733.5481     129816
 2733.5491     129828
 2733.5500     129836
 2733.5510     129840
 2733.5520     129848
 2733.5530     129856
 2733.5540     129860
 2733.5549     129860
 2733.5559     129864
 2733.5569     129872
 2733.5581     129888
 2733.5591     129896
 2733.5601     129900
 2733.5610     129904
 2733.5620     129904
 2733.5630     129904
 2733.5640     129908
 2733.5649     129916
 2733.5659     129920
 2733.5669     129924
 2733.5681     129932
 2733.5691     129940
 2733.5701     129944
 2733.5710     129956
 2733.5720     129976
 2733.5730     129976
 2733.5740     129984
 2733.5750     129992
 2733.5759     129996
 2733.5769     130004
 2733.5781     130016
 2733.5791     130020
 2733.5801     130020
 2733.5811     130024
 2733.5820     130032
 2733.5830     130044
 2733.5840     130048
 2733.5850     130056
 2733.5859     130072
 2733.5869     130076
 2733.5879     130076
 2733.5891     130076
 2733.5901     130092
 2733.5911     130104
 2733.5920     130120
 2733.5930     130128
 2733.5940     130136
 2733.5950     130136
 2733.5959     130152
 2733.5969     130160
 2733.5979     130164
 2733.5991     130180
 2733.6001     130180
 2733.6011     130184
 2733.6021     130184
 2733.6030     130208
 2733.6040     130232
 2733.6050     130236
 2733.6060     130256
 2733.6069     130268
 2733.6079     130272
 2733.6089     130276
 2733.6101     130288
 2733.6111     130296
 2733.6121     130304
 2733.6130     130328
 2733.6140     130332
 2733.6150     130332
 2733.6160     130336
 2733.6169     130344
 2733.6179     130364
 2733.6189     130384
 2733.6201     130388
 2733.6211     130392
 2733.6221     130400
 2733.6230     130412
 2733.6240     130420
 2733.6250     130424
 2733.6260     130428
 2733.6270     130440
 2733.6279     130444
 2733.6289     130452
 2733.6299     130464
 2733.6311     130472
 2733.6321     130472
 2733.6331     130488
 2733.6340     130492
 2733.6350     130492
 2733.6360     130496
 2733.6370     130500
 2733.6379     130504
 2733.6389     130504
 2733.6399     130512
 2733.6411     130520
 2733.6421     130524
 2733.6431     130528
 2733.6440     130532
 2733.6450     130536
 2733.6460     130540
 2733.6470     130540
 2733.6479     130544
 2733.6489     130552
 2733.6499     130564
 2733.6509     130568
 2733.6521     130572
 2733.6531     130576
 2733.6541     130580
 2733.6550     130588
 2733.6560     130600
 2733.6570     130604
 2733.6580     130624
 2733.6589     130632
 2733.6599     130644
 2733.6609     130648
 2733.6621     130660
 2733.6631     130660
 2733.6641     130664
 2733.6650     130676
 2733.6660     130676
 2733.6670     130684
 2733.6680     130696
 2733.6689     130704
 2733.6699     130712
 2733.6709     130720
 2733.6721     130732
 2733.6731     130736
 2733.6741     130744
 2733.6750     130756
 2733.6760     130760
 2733.6770     130764
 2733.6780     130768
 2733.6790     130768
 2733.6799     130768
 2733.6809     130776
 2733.6819     130780
 2733.6831     130796
 2733.6841     130800
 2733.6851     130804
 2733.6860     130808
 2733.6870     130816
 2733.6880     130828
 2733.6890     130832
 2733.6899     130848
 2733.6909     130860
 2733.6919     130860
 2733.6931     130868
 2733.6941     130884
 2733.6951     130892
 2733.6960     130900
 2733.6970     130912
 2733.6980     130912
 2733.6990     130916
 2733.7000     130928
 2733.7009     130944
 2733.7019     130944
 2733.7031     130956
 2733.7041     130972
 2733.7051     130980
 2733.7061     130984
 2733.7070     130996
 2733.7080     131000
 2733.7090     131000
 2733.7100     131012
 2733.7109     131020
 2733.7119     131024
 2733.7129     131024
 2733.7141     131040
 2733.7151     131040
 2733.7161     131044
 2733.7170     131052
 2733.7180     131052
 2733.7190     131060
 2733.7200     131064
 2733.7209     131068
 2733.7219     131072
 2733.7229     131076
 2733.7241     131084
 2733.7251     131084
 2733.7261     131092
 2733.7271     131100
 2733.7280     131100
 2733.7290     131100
 2733.7300     131100
 2733.7310     131108
 2733.7319     131120
 2733.7329     131124
 2733.7339     131128
 2733.7351     131144
 2733.7361     131152
 2733.7371     131152
 2733.7380     131164
 2733.7390     131180
 2733.7400     131188
 2733.7410     131188
 2733.7419     131196
 2733.7429     131200
 2733.7439     131208
 2733.7451     131224
 2733.7461     131232
 2733.7471     131236
 2733.7480     131236
 2733.7490     131244
 2733.7500     131248
 2733.7510     131256
 2733.7520     131268
 2733.7529     131280
 2733.7539     131288
 2733.7549     131292
 2733.7561     131300
 2733.7571     131300
 2733.7581     131300
 2733.7590     131312
 2733.7600     131320
 2733.7610     131328
 2733.7620     131336
 2733.7629     131352
 2733.7639     131364
 2733.7649     131372
 2733.7661     131384
 2733.7671     131388
 2733.7681     131396
 2733.7690     131416
 2733.7700     131424
 2733.7710     131424
 2733.7720     131432
 2733.7729     131436
 2733.7739     131444
 2733.7749     131452
 2733.7759     131464
 2733.7771     131480
 2733.7781     131488
 2733.7791     131488
 2733.7800     131492
 2733.7810     131504
 2733.7820     131512
 2733.7830     131516
 2733.7839     131520
 2733.7849     131540
 2733.7859     131548
 2733.7871     131568
 2733.7881     131568
 2733.7891     131592
 2733.7900     131592
 2733.7910     131600
 2733.7920     131612
 2733.7930     131620
 2733.7939     131620
 2733.7949     131632
 2733.7959     131640
 2733.7971     131648
 2733.7981     131652
 2733.7991     131652
 2733.8000     131664
 2733.8010     131672
 2733.8020     131692
 2733.8030     131696
 2733.8040     131700
 2733.8049     131708
 2733.8059     131724
 2733.8069     131732
 2733.8081     131736
 2733.8091     131736
 2733.8101     131744
 2733.8110     131752
 2733.8120     131756
 2733.8130     131756
 2733.8140     131768
 2733.8149     131780
 2733.8159     131784
 2733.8169     131788
 2733.8181     131792
 2733.8191     131800
 2733.8201     131808
 2733.8210     131812
 2733.8220     131832
 2733.8230     131840
 2733.8240     131848
 2733.8250     131864
 2733.8259     131880
 2733.8269     131888
 2733.8281     131892
 2733.8291     131896
 2733.8301     131896
 2733.8311     131900
 2733.8320     131912
 2733.8330     131912
 2733.8340     131916
 2733.8350     131916
 2733.8359     131928
 2733.8369     131928
 2733.8379     131932
 2733.8391     131944
 2733.8401     131956
 2733.8411     131964
 2733.8420     131984
 2733.8430     132004
 2733.8440     132008
 2733.8450     132012
 2733.8459     132032
 2733.8469     132032
 2733.8479     132040
 2733.8491     132048
 2733.8501     132056
 2733.8511     132064
 2733.8521     132072
 2733.8530     132076
 2733.8540     132084
 2733.8550     132088
 2733.8560     132096
 2733.8569     132096
 2733.8579     132108
 2733.8589     132120
 2733.8601     132128
 2733.8611     132132
 2733.8621     132144
 2733.8630     132160
 2733.8640     132160
 2733.8650     132164
 2733.8660     132172
 2733.8669     132180
 2733.8679     132184
 2733.8689     132188
 2733.8701     132196
 2733.8711     132204
 2733.8721     132220
 2733.8730     132228
 2733.8740     132240
 2733.8750     132252
 2733.8760     132252
 2733.8770     132256
 2733.8779     132260
 2733.8789     132276
 2733.8799     132284
 2733.8811     132296
 2733.8821     132308
 2733.8831     132328
 2733.8840     132340
 2733.8850     132360
 2733.8860     132372
 2733.8870     132380
 2733.8879     132384
 2733.8889     132388
 2733.8899     132388
 2733.8911     132396
 2733.8921     132408
 2733.8931     132412
 2733.8940     132424
 2733.8950     132448
 2733.8960     132460
 2733.8970     132468
 2733.8979     132492
 2733.8989     132496
 2733.8999     132504
 2733.9009     132508
 2733.9021     132512
 2733.9031     132524
 2733.9041     132524
 2733.9050     132540
 2733.9060     132544
 2733.9070     132548
 2733.9080     132552
 2733.9089     132572
 2733.9099     132580
 2733.9109     132592
 2733.9121     132600
 2733.9131     132604
 2733.9141     132616
 2733.9150     132624
 2733.9160     132628
 2733.9170     132632
 2733.9180     132632
 2733.9189     132640
 2733.9199     132644
 2733.9209     132648
 2733.9221     132664
 2733.9231     132668
 2733.9241     132672
 2733.9250     132676
 2733.9260     132676
 2733.9270     132680
 2733.9280     132700
 2733.9290     132708
 2733.9299     132716
 2733.9309     132724
 2733.9319     132724
 2733.9331     132752
 2733.9341     132756
 2733.9351     132756
 2733.9360     132756
 2733.9370     132756
 2733.9380     132760
 2733.9390     132760
 2733.9399     132768
 2733.9409     132780
 2733.9419     132780
 2733.9431     132800
 2733.9441     132800
 2733.9451     132800
 2733.9460     132800
 2733.9470     132804
 2733.9480     132804
 2733.9490     132808
 2733.9500     132816
 2733.9509     132820
 2733.9519     132824
 2733.9531     132832
 2733.9541     132840
 2733.9551     132840
 2733.9561     132864
 2733.9570     132868
 2733.9580     132876
 2733.9590     132880
 2733.9600     132884
 2733.9609     132892
 2733.9619     132900
 2733.9629     132908
 2733.9641     132908
 2733.9651     132912
 2733.9661     132912
 2733.9670     132916
 2733.9680     132948
 2733.9690     132948
 2733.9700     132972
 2733.9709     132976
 2733.9719     132984
 2733.9729     133004
 2733.9741     133024
 2733.9751     133036
 2733.9761     133052
 2733.9771     133064
 2733.9780     133072
 2733.9790     133072
 2733.9800     133080
 2733.9810     133088
 2733.9819     133096
 2733.9829     133096
 2733.9839     133100
 2733.9851     133104
 2733.9861     133116
 2733.9871     133120
 2733.9880     133132
 2733.9890     133140
 2733.9900     133148
 2733.9910     133172
 2733.9919     133188
 2733.9929     133196
 2733.9939     133196
 2733.9951     133208
 2733.9961     133216
 2733.9971     133220
 2733.9980     133232
 2733.9990     133236
 2734.0000     133244
 2734.0010     133260
 2734.0020     133260
 2734.0029     133284
 2734.0039     133300
 2734.0049     133304
 2734.0061     133312
 2734.0071     133324
 2734.0081     133332
 2734.0090     133336
 2734.0100     133352
 2734.0110     133364
 2734.0120     133368
 2734.0129     133376
 2734.0139     133376
 2734.0149     133384
 2734.0161     133396
 2734.0171     133404
 2734.0181     133412
 2734.0190     133416
 2734.0200     133420
 2734.0210     133420
 2734.0220     133456
 2734.0229     133460
 2734.0239     133464
 2734.0249     133476
 2734.0259     133476
 2734.0271     133476
 2734.0281     133500
 2734.0291     133512
 2734.0300     133520
 2734.0310     133524
 2734.0320     133524
 2734.0330     133524
 2734.0339     133532
 2734.0349     133552
 2734.0359     133564
 2734.0371     133572
 2734.0381     133576
 2734.0391     133580
 2734.0400     133584
 2734.0410     133596
 2734.0420     133596
 2734.0430     133608
 2734.0439     133644
 2734.0449     133652
 2734.0459     133656
 2734.0471     133660
 2734.0481     133680
 2734.0491     133688
 2734.0500     133696
 2734.0510     133696
 2734.0520     133712
 2734.0530     133724
 2734.0540     133728
 2734.0549     133732
 2734.0559     133736
 2734.0569     133744
 2734.0581     133756
 2734.0591     133764
 2734.0601     133772
 2734.0610     133776
 2734.0620     133784
 2734.0630     133784
 2734.0640     133792
 2734.0649     133812
 2734.0659     133820
 2734.0669     133824
 2734.0681     133832
 2734.0691     133840
 2734.0701     133840
 2734.0710     133848
 2734.0720     133852
 2734.0730     133856
 2734.0740     133864
 2734.0750     133880
 2734.0759     133884
 2734.0769     133892
 2734.0781     133896
 2734.0791     133900
 2734.0801     133908
 2734.0811     133912
 2734.0820     133920
 2734.0830     133924
 2734.0840     133944
 2734.0850     133952
 2734.0859     133964
 2734.0869     133968
 2734.0879     133972
 2734.0891     133992
 2734.0901     134004
 2734.0911     134008
 2734.0920     134016
 2734.0930     134016
 2734.0940     134020
 2734.0950     134028
 2734.0959     134028
 2734.0969     134028
 2734.0979     134040
 2734.0991     134048
 2734.1001     134052
 2734.1011     134068
 2734.1021     134076
